id,audio_filepath,reference_transcript,speaklar_prediction,titu-large_prediction,titu-fast_prediction,indic-ctc_prediction,indic-rnnt_prediction
0a90f829e1,data/asr_bengali_1000_wav/0a90f829e1.wav,তাহার দোষ গুণ আমরা,তাঁহার দোষ গুণ আমরা,তাঁহার দোষগুণ আমরা,তা আর দোষ গুণ আমরা, তাহার দোষ গুণ আমরা, তাহার দোষ গুণ আমরা
0a914f180d,data/asr_bengali_1000_wav/0a914f180d.wav,হত্যা মামলা দায়ের করা হয়েছে,হত্যা মামলা দায়ের করা হয়েছে,হত্যা মামলা দায়ের করা হয়েছে,হত্যা মামলা দায়ের করা হয়েছে, হত্যা মামলা দায়ের করা হয়েছে, হত্যা মামলা দায়ের করা হয়েছে
0a91d40f1b,data/asr_bengali_1000_wav/0a91d40f1b.wav,দর্শকপ্রিয়তা থাকায়,দর্শকপ্রিয়তা থাকায়,দর্শকপ্রিয়তা থাকায়,না দ শোক প্রিয় ও তো থ আ হ আছে, দর্শক প্রিয়তা থাকায়, দর্শক প্রিয়তা থাকায়
0a91df19ce,data/asr_bengali_1000_wav/0a91df19ce.wav,ভাইরে সুবল,বাইরে সুবল,বাইরে সুবল,বাইরে শো বল, বাইরে শুবল, বাইরে শুবল
0a91f4c155,data/asr_bengali_1000_wav/0a91f4c155.wav,অনেক অণুজীবকে,অনেক অণুজীবকে,অনেক অণুজীবকে,করে না অনেক কোন জিপ কে, অনেক অনুজীবকে, অনেক অনুজীবকে
0a92374098,data/asr_bengali_1000_wav/0a92374098.wav,বাংলাদেশ ১৯৭৩ সালে,বাংলাদেশ এক হাজার নয় শো তিয়াত্তর সালে,বাংলাদেশ এক হাজার নয় শো তিয়াত্তর সালে,বাংলাদেশ উনশ তিয়াত্তর সালে, বাংলাদেশ উনিশশো তিয়াত্তর সালে, বাংলাদেশ উনিশশো তিয়াত্তর সালে
0a92678492,data/asr_bengali_1000_wav/0a92678492.wav,ঠুনকো কারণে,ঠুনকো কারণে,ঠুনকো কারণে,না ঠুন কো কারো নেই, ঠুনকো কারণে, ঠুনকো কারণে
0a933968b2,data/asr_bengali_1000_wav/0a933968b2.wav,অন্যজন বাস ফেলে,অন্যজন বাস ফেলে,অন্যজন বাস ফেলে,না অন্য ন জন বা আছে ফেলে, অন্যজন বাস ফেলে, অন্যজন বাস ফেলে
0a936c5127,data/asr_bengali_1000_wav/0a936c5127.wav,লেখাপড়া করতে পারতাম,লেখাপড়া করতে পারতাম,লেখাপড়া করতে পারতাম,লেখাপড়া করতে পারতাম, লেখাপড়া করতে পারতাম, লেখাপড়া করতে পারতাম
0a93887c93,data/asr_bengali_1000_wav/0a93887c93.wav,কালিদাসবাবুর উপর,কালিদাসবাবুর উপর,কালিদাসবাবুর উপর,কালী দাস বাবুর উপর, কালিদাস বাবুর উপর, কালিদাস বাবুর উপর
0a94555faf,data/asr_bengali_1000_wav/0a94555faf.wav,পরিশোধ করা কথা বলেছে,পরিশোধ করার কথা বলেছে,পরিশোধ করার কথা বলেছে,পরি শোধ করা কথা বলেছে, পরিশোধ করার কথা বলেছে, পরিশোধ করার কথা বলেছে
0a94d63cb7,data/asr_bengali_1000_wav/0a94d63cb7.wav,২০৯ দিন ধরে,দুইশো নয় দিন ধরে,দুই শো নয় দিন ধরে,আছে দুই শো নয় দিন ধরে হ আ, দুইশো নয় দিন ধরে, দুশো নয় দিন ধরে
0a9583b5ef,data/asr_bengali_1000_wav/0a9583b5ef.wav,লাইব্রেরীর মাধ্যমে,লাইব্রেরির মাধ্যমে,লাইব্রেরির মাধ্যমে,হ হ লাইভ রেেরি এর মার ধ মে না, লাইব্রেরির মাধ্যমে, লাইব্রেরির মাধ্যমে
0a962b41f8,data/asr_bengali_1000_wav/0a962b41f8.wav,এক নারী,এক নারী,এক নারী,না এক না এই হ আর, এক নারী, এক নারী
0a96340d8b,data/asr_bengali_1000_wav/0a96340d8b.wav,বরের অকালমৃত্যু হয়,বরের অকালমৃত্যু হয়,বরের অকালমৃত্যু হয়,হ ব এর অ ক মৃত্যু হয় হ, বরের অকাল মৃত্যু হয়, বরের অকাল মৃত্যু হয়
0a965766e7,data/asr_bengali_1000_wav/0a965766e7.wav,তোকে দিয়ে,ত্বকে দিয়ে,ত্বকে দিয়ে,তো কে দিয়ে, তোকে দিয়ে, তোকে দিয়ে
0a97163a23,data/asr_bengali_1000_wav/0a97163a23.wav,তবু কি আমি,তবু কি আমি,তবু কি আমি,তবু কি আমি, তবু কি আমি, তবু কি আমি
0a977b24aa,data/asr_bengali_1000_wav/0a977b24aa.wav,আমায় আশীর্বাদ করে চলে গেলেন,আমায় আশীর্বাদ করে চলে গেলেন,আমায় আশীর্বাদ করে চলে গেলেন,আমায় আশীর্বাদ করে চলে গেলেন, আমায় আশীর্বাদ করে চলে গেলেন, আমায় আশীর্বাদ করে চলে গেলেন
0a97949561,data/asr_bengali_1000_wav/0a97949561.wav,শুধু আল্লাহকে মানলে,শুধু আল্লাহকে মানলে,শুধু আল্লাহকে মানলে,শুধু আল্লাহকে মানলে, শুধু আল্লাহকে মানলে, শুধু আল্লাকে মানলে
0a97be39ab,data/asr_bengali_1000_wav/0a97be39ab.wav,যারা ধূমপান ছেড়ে দেয়,যারা ধূমপান ছেড়ে দেয়,যারা ধূমপান ছেড়ে দেয়,না যা যারা আ ধূুম পান ছেড়ে দে, যারা ধূমপান ছেড়ে দে, যারা ধূমপান ছেড়ে দে
0a98267358,data/asr_bengali_1000_wav/0a98267358.wav,আগুন নিবাইতেছে,আগুন নিবাইতেছে,আগুন নিবাইতেছে,আগুন নি বাইতেছে, আগুন নিভাইতেছে, আগুন নিভাইতেছে
0a9849d3ec,data/asr_bengali_1000_wav/0a9849d3ec.wav,শিক্ষিত মাস্টার ও ছাত্রদের,শিক্ষিত মাস্টার ও ছাত্রদের,শিক্ষিত মাস্টার ও ছাত্রদের,হ সে কি তো মাস টার ও ছ তো দে, শিক্ষিত মাস্টার ও ছাত্রদের, শিক্ষিত মাস্টার ও ছাত্রদের
0a988922ac,data/asr_bengali_1000_wav/0a988922ac.wav,বিচারকাজ শেষ হবে,বিচার কাজ শেষ হবে,বিচার কাজ শেষ হবে,বিচার কাজ শেষ হবে, বিচার কাজ শেষ হবে, বিচারকাজ শেষ হবে
0a98a16a31,data/asr_bengali_1000_wav/0a98a16a31.wav,উৎসব হলো,উৎসব হলো,উৎসব হলো,না উ ছ ভ হল ও, উৎসব হলো, উৎসব হলো
0a9902aab7,data/asr_bengali_1000_wav/0a9902aab7.wav,কীভাবে আছে,কিভাবে আছে,কিভাবে আছে,কিভাবে আছে, কি ভবে আছে, কিভাবে আছে
0a991a821c,data/asr_bengali_1000_wav/0a991a821c.wav,এ সমস্যা হবে বলে,এ সমস্যা হবে বলে,এ সমস্যা হবে বলে,এ সমস্যা হবে বলে, এ সমস্যা হবে বলে, এ সমস্যা হবে বলে
0a991ba6db,data/asr_bengali_1000_wav/0a991ba6db.wav,অবকাঠামো যেমন বেশ দুর্বল,অবকাঠামো যেন যেমন বেশ দুর্বল,অবকাঠামো যেন যেমন বেশ দুর্বল,অবকাঠামো যেন যেমন বেশ দুর্বল, অপকাঠামো যেন যেমন বেশ দুর্বল, অপকাঠামো যেন যেমন বেশ দুর্বল
0a99cd46ed,data/asr_bengali_1000_wav/0a99cd46ed.wav,আপনারও বয়স হয়েছে,আপনারও বয়স হয়েছে,আপনারও বয়স হয়েছে,এক না আপনার ও বয়স হয়েছে, আপনারও বয়স হয়েছে, আপনারও বয়স হয়েছে
0a9a2dbb03,data/asr_bengali_1000_wav/0a9a2dbb03.wav,মঙ্গলবার দুপুরে,মঙ্গলবার দুপুরে,মঙ্গলবার দুপুরে,হ মং গল বার দুপুরে, মঙ্গলবার দুপুরে, মঙ্গলবার দুপুরে
0a9a9cd969,data/asr_bengali_1000_wav/0a9a9cd969.wav,এসব নিয়ে প্রতিনিয়ত,এসব নিয়ে প্রতিনিয়ত,এসব নিয়ে প্রতিনিয়ত,এ এসব নিয়ে প্রতি নিয়েও তো, এসব নিয়ে প্রতিনিয়ত, এসব নিয়ে প্রতিনিয়ত
0a9be75b0d,data/asr_bengali_1000_wav/0a9be75b0d.wav,যিনি নানাভাবে সমৃদ্ধ করছেন,যিনি নানাভাবে সমৃদ্ধ করছেন,যিনি নানাভাবে সমৃদ্ধ করছেন,না ই জ নি না না ভাবে সম বৃদ্ধ কো চ, যিনি নানাভাবে সমৃদ্ধ করছেন, যিনি নানাভাবে সমৃদ্ধ করছেন
0a9ce70076,data/asr_bengali_1000_wav/0a9ce70076.wav,কোন কাজ করতে,কোনো কাজ করতে,কোনো কাজ করতে,না কোনো কাজ করতে, কোনো কাজ করতে, কোনও কাজ করতে
0a9d397f7e,data/asr_bengali_1000_wav/0a9d397f7e.wav,আমার বহু আগে ভারতচন্দ্র,আমার বহু আগে ভারতচন্দ্র,আমার বহু আগে ভারতচন্দ্র,হ আর আর আমার বহু আগে ভারত ও চন্দ্র, আমার বহু আগে ভারতচন্দ্র, আমার বহু আগে ভারতচন্দ্র
0a9db51aa4,data/asr_bengali_1000_wav/0a9db51aa4.wav,কাজ বন্ধ থাকে,কাজ বন্ধ থাকে,কাজ বন্ধ থাকে,কাজ বন্ধ করে থাকে, কাজ বন্ধ থাকে, কাজ বন্ধ থাকে
0a9e66899b,data/asr_bengali_1000_wav/0a9e66899b.wav,আমাকে পুরোদস্তুর,আমাকে পুরোদস্তুর,আমাকে পুরোদস্তুর,আমাকে পুরো দোষ তো, আমাকে পুরো দোস্তুর, আমাকে পুরো দোস্ত
0a9f3ecf93,data/asr_bengali_1000_wav/0a9f3ecf93.wav,ব্যাঙ্গালোর থেকে,বেঙ্গালোরু থেকে,বেঙ্গালুরু থেকে,হ ব্যাংক গ ওর থেকে, বেঙ্গালরু থেকে, বেঙ্গালুরু থেকে
0a9f685049,data/asr_bengali_1000_wav/0a9f685049.wav,তাঁদের কাছে বড় কথা,তাদের কাছে বড় কথা,তাদের কাছে বড় কথা,তাদের কাছে বড় কথা, তাদের কাছে বড় কথা, তাদের কাছে বড় কথা
0a9f6f51da,data/asr_bengali_1000_wav/0a9f6f51da.wav,সে কথায়,সে কথায়,সে কথায়,না না আছে না আছে আছে না আছে না সে কথা হয় না না আছে না, সে কথায়, সে কথায়
0aa0db2fe2,data/asr_bengali_1000_wav/0aa0db2fe2.wav,চাকরির নামগন্ধ নেই,চাকরির নামগন্ধ নেই,চাকরির নামগন্ধ নেই,হ না চাক ক্র নাম গন্ধ ধ নেই না, চাকরির নামগন্ধ নেই, চাকরির নামগন্ধ নেই
0aa129d9d0,data/asr_bengali_1000_wav/0aa129d9d0.wav,কর্মসূচি নিয়েছিল,কর্মসূচি নিয়েছিল,কর্মসূচি নিয়েছিল,কি কর্ম ম সূচি নিয়ে ছিল, কর্মসূচি নিয়েছিল, কর্মসূচি নিয়েছিল
0aa1532f40,data/asr_bengali_1000_wav/0aa1532f40.wav,মাছ কাটার জন্যই,মাছ কাটার জন্যই,মাছ কাটার জন্যই,না মাছ কাটার জন্যই, মাছ কাটার জন্যই, মাছ কাটার জন্যই
0aa1a8f276,data/asr_bengali_1000_wav/0aa1a8f276.wav,এসব বক্তব্য এসেছে,এসব বক্তব্য এসেছে,এসব বক্তব্য এসেছে,এ সব বক্তব্য এসেছে, এসব বক্তব্য এসেছে, এসব বক্তব্য এসেছে
0aa204148c,data/asr_bengali_1000_wav/0aa204148c.wav,দিয়ে দিয়েছি,দিয়ে দিয়েছি,দিয়ে দিয়েছি,না না আছে আছে না না কি দিয়ে এ দিয়ে কি কি হ আর, দিয়ে দিয়েছি, দিয়ে দিয়েছি
0aa20424fc,data/asr_bengali_1000_wav/0aa20424fc.wav,জনসংখ্যা হল ১৬৩৯৭ জন,জনসংখ্যা হল ষোলো হাজার তিন শ সাতানব্বই জন,জনসংখ্যা হল ষোলো হাজার তিন শো সাতানব্বই জন,জনসংখ্যা হল ষোল হাজার তিনশ সাতানব্বই জন, জনসংখ্যা হলো ষোল হাজার তিনশো সাতানব্বই জন, জনসংখ্যা হলো ষোল হাজার তিনশো সাতানব্বই জন
0aa3496baa,data/asr_bengali_1000_wav/0aa3496baa.wav,বা প্ল্যান্ট প্রটেকশন বিভাগে,বা প্ল্যান্ট প্রোটেকশন বিভাগে,বা প্ল্যান্ট প্রোটেকশন বিভাগে,বা প্ল্যান্ট প্রোটেকশন বিভাগে, বা প্ল্যান্ট প্রোটেকশন বিভাগে, বা প্ল্যান্ট প্রোটেকশন বিভাগে
0aa42e9a27,data/asr_bengali_1000_wav/0aa42e9a27.wav,আবশ্যক হবে,আবশ্যক হবে,আবশ্যক হবে,না হ হ না আর ও শোক হবে না হ, আবশ্যক হবে, আবশ্যক হবে
0aa462c556,data/asr_bengali_1000_wav/0aa462c556.wav,অর্থ ব্যয় করছে,অর্থ ব্যয় করছে,অর্থ ব্যয় করছে,অর্থ ব্যয় করছে, অর্থ ব্যয় করছে, অর্থ ব্যয় করছে
0aa487d10a,data/asr_bengali_1000_wav/0aa487d10a.wav,তোমায় আমায় মিলে,তোমায় আমায় মিলে,তোমায় আমায় মিলে,আর তো ম আই আম আই মিলে, তোমায় আমায় মিলে, তোমায় আমায় মিলে
0aa50e2fc9,data/asr_bengali_1000_wav/0aa50e2fc9.wav,বোলার কর্তৃক,বোলার কর্তৃক,বোলার কর্তৃক,না না না ব বল ও আর কো ত কি হ, বোলার কর্তৃক, বোলার কর্তৃক
0aa55bd8ad,data/asr_bengali_1000_wav/0aa55bd8ad.wav,বর্ণনা অনুসারে,বর্ণনা অনুসারে,বর্ণনা অনুসারে,বর্ণ না অন্য সারে, বর্ণনা অনুসারে, বর্ণনা অনুসারে
0aa5aaaf97,data/asr_bengali_1000_wav/0aa5aaaf97.wav,বিভিন্ন রাজনৈতিক দলের নেতারা,বিভিন্ন রাজনৈতিক দলের নেতারা,বিভিন্ন রাজনৈতিক দলের নেতারা,না না আছে না আছে না এ বি ভিন না ও আর রাজ যে ন ত কি দল এর নে তার না আর আর, বিভিন্ন রাজনৈতিক দলের নেতারা, বিভিন্ন রাজনৈতিক দলের নেতারা
0aa60ca413,data/asr_bengali_1000_wav/0aa60ca413.wav,নিবিড় অনুশীলনের মাধ্যমে,নিবিড় অনুশীলনের মাধ্যমে,নিবিড় অনুশীলনের মাধ্যমে,না নি বিির ওন শিল অনননের না মার তো মে, নিবিড় অনুশীলনের মাধ্যমে, নিবিড় অনুশীলনের মাধ্যমে
0aa61c4ce0,data/asr_bengali_1000_wav/0aa61c4ce0.wav,কপালে বিন্দু আঁকিয়া দিবেন,কপালে বিন্দু আঁকিয়া দিবেন,কপালে বিন্দু আঁকিয়া দিবেন,হ না ক পালে বিন দু আ কি আর দি ব না, কপালে বিন্দু আঁকিয়া দিবেন, কপালে বিন্দু আঁকিয়া দিবেন
0aa63dd32d,data/asr_bengali_1000_wav/0aa63dd32d.wav,উত্তর ককেশাসের সবচেয়ে,উত্তরা ককেশাসের সবচেয়ে,উত্তরা ককেশাসের সবচেয়ে,উত্তর এক ক কে শ্বাসের সব চেয়ে, উত্তর কোকে শাসের সবচেয়ে, উত্তর কোকেশাসের সবচেয়ে
0aa694ffe3,data/asr_bengali_1000_wav/0aa694ffe3.wav,কিন্তু বাকি যাত্রীদের বিষয়ে,কিন্তু বাকি যাত্রীদের বিষয়ে,কিন্তু বাকি যাত্রীদের বিষয়ে,না কিন্তু তো বাাক কি যাত্রি দে বিষয়ে, কিন্তু বাকি যাত্রীদের বিষয়ে, কিন্তু বাকি যাত্রীদের বিষয়ে
0aa7202a5a,data/asr_bengali_1000_wav/0aa7202a5a.wav,দাবী মাসুমের,দাবি মাসুমের,দাবি মাসুমের,না না না দা আমি মা সুুম মে আর না হ, দাবি মাাসুমের, দাবি মাসুমের
0aa7dfc84a,data/asr_bengali_1000_wav/0aa7dfc84a.wav,তিন বেদের পর,তিন বেদের পর,তিন বেদের পর,হ কি তিন ই বেয়ে দে পর, তিন বেদের পর, তিন বেদের পর
0aa7f0a5ed,data/asr_bengali_1000_wav/0aa7f0a5ed.wav,নামাজ পড়তে আসার সময়,নামাজ পড়তে আসার সময়,নামাজ পড়তে আসার সময়,নামাজ পড়তে আসার সময়, নামাজ পড়তে আসার সময়, নামাজ পড়তে আসার সময়
0aa8419c20,data/asr_bengali_1000_wav/0aa8419c20.wav,যেকোনো কাজে,যেকোনো কাজে,যে কোনো কাজে,যেকোনো কাজে, যেকোনো কাজে, যেকোনো কাজে
0aa84fb754,data/asr_bengali_1000_wav/0aa84fb754.wav,তিনি কালীগঞ্জ উপজেলার,তিনি কালিগঞ্জ উপজেলার,তিনি কালীগঞ্জ উপজেলার,তিনি নি কালি গঞ্জ উপ জ আর, তিনি কালীগঞ্জ উপজেলার, তিনি কালীগঞ্জ উপজেলার
0aa8a827f0,data/asr_bengali_1000_wav/0aa8a827f0.wav,নয়তো অন্য কোনও,নয়তো অন্য কোনো,নয়তো অন্য কোনো,নয় তো অন্য কোনো, নয় তো অন্য কোনো, নয় তো অন্য কোনো
0aa901066f,data/asr_bengali_1000_wav/0aa901066f.wav,চিরদিনই তুমি যে আমার,চিরদিনই তুমি যে আমার,চিরদিনই তুমি যে আমার,চিরদিনে তুমি যে আমার, চিরদিনে তুমি জ আমা, চিরদিনে তুমি জামা
0aa92f71d7,data/asr_bengali_1000_wav/0aa92f71d7.wav,যান চলাচল শুরু হয়েছে,যান চলাচল শুরু হয়েছে,যান চলাচল শুরু হয়েছে,যান জল জ শুরু হয়েছে, যান চলাচল শুরু হয়েছে, যান চলাচল শুরু হয়েছে
0aa9bcc973,data/asr_bengali_1000_wav/0aa9bcc973.wav,মি কেনিয়াত্তা অনুরোধ করলেও,মি কেনিয়াত্তা অনুরোধ করলেও,মি কেনিয়াত্তা অনুরোধ করলেও,কি মিস ট আর কে নিয়ে আর তা ও অনুরোধ করলে ও, মিস্টার কেনিয়াত্মা অনুরোধ করলেও, মিস্টার কেনিয়াত্তা অনুরোধ করলেও
0aaa1095b1,data/asr_bengali_1000_wav/0aaa1095b1.wav,এ দেশিরাও তাই বলে,এ দেশিরাও তাই বলে,এ দেশিরাও তাই বলে,এ দেশি নাও তাই বলে, এ দেশিটাও তাই বলে, এ দেশিটাও তাই বলে
0aaa966bc8,data/asr_bengali_1000_wav/0aaa966bc8.wav,পুতুল রূপন্তি,পুতুল রূপন্তী,পুতুল রূপন্তী,হ পু টুল প ওু পন দি, পুতুল রূপন্তী, পুতুল রুপন্তী
0aaae1e6b5,data/asr_bengali_1000_wav/0aaae1e6b5.wav,গেইলকে প্যাভিলিয়নে পাঠান,গেইলকে প্যাভিলিয়নে পাঠান,গেলকে প্যাভিলিয়নে পাঠান,গেইল কেপ প্যাভিলিয়নে পাঠান, গেলকে পেভিলিয়নে পাঠান, গেলকে পেভিলিয়নে পাঠান
0aaaf1b8f5,data/asr_bengali_1000_wav/0aaaf1b8f5.wav,বেশ কিছু দোকান পাট,বেশ কিছু দোকানপাট,বেশ কিছু দোকানপাট,বেশ কিছু দোকান পাট, বেশ কিছু দোকানপাট, বেশ কিছু দোকানপাট
0aab6400b8,data/asr_bengali_1000_wav/0aab6400b8.wav,দিনরাতের,দিন রাতের,দিনরাতের,না আর দিন রাত এর, দিন রাতের, দিন রাতের
0aab89a537,data/asr_bengali_1000_wav/0aab89a537.wav,পূজ্য পুরোহিতে নৃপ,পূজ্য পুরোহিততে নৃপ,পূজ্য পুরোহিততে নৃপ,না প জ পুরো হি তে নিিপ, পূজ্য পুরোহিতে নৃপ, পূজ্য পুরোহিতের নৃপ
0aabc847d8,data/asr_bengali_1000_wav/0aabc847d8.wav,গুগলকে অবহিত করা হয়েছিল,গুগলকে অবহিত করা হয়েছিল,গুগলকে অবহিত করা হয়েছিল,গুগল কে অবহিত করা হয়েছিল, গুগলকে অবহিত করা হয়েছিল, গুগলকে অবহিত করা হয়েছিল
0aac7556ce,data/asr_bengali_1000_wav/0aac7556ce.wav,দারিদ্রের সংখ্যা কমেছে,দারিদ্র্যের সংখ্যা কমেছে,দারিদ্র্যের সংখ্যা কমেছে,দারিদ্র্যের সংখ্যা কমেছে, দারিদ্রের সংখ্যা কমেছে, দারিদ্রের সংখ্যা কমেছে
0aac836828,data/asr_bengali_1000_wav/0aac836828.wav,সবমিলিয়ে এ সপ্তায়,সব মিলিয়ে এ সপ্তাহে,সব মিলিয়ে এ সপ্তায়হে,সব মিলিয়ে এ সপ্তাহে, সব মিলিয়া এ সপ্তাহে, সব মিলিয়ে এ সপ্তাহে
0aac8b7d48,data/asr_bengali_1000_wav/0aac8b7d48.wav,পরিদর্শন করে,পরিদর্শন করে,পরিদর্শন করে,পরে দর্শন পরে, পরিদর্শন করে, পরিদর্শন করে
0aad031bfd,data/asr_bengali_1000_wav/0aad031bfd.wav,এয়ার কুলার,এয়ার কুলার,এয়ার কুলার,হ এ আর কো আর, এয়ার কোুলার, এয়ার কুলার
0aad2deefa,data/asr_bengali_1000_wav/0aad2deefa.wav,তারা ভারতে চলে গেলে,তারা ভারতেলে চলে গেলে,তারা ভারতে চলে গেলে,তারা ভারতে চলে গেল চলে গেলে, তারা ভারতে চলে গেল চলে গেলে, তারা ভারতে চলে গেল চলে গেলে
0aad4eea15,data/asr_bengali_1000_wav/0aad4eea15.wav,মাসুল দিতেও দেরি হয়নি,মছুল দিতেও দেরি হয়নি,মাছুল দিতেও দেরি হয়নি,মাসুল দিতেও দেরি হয়নি, মাাসুল দিতেও দেরি হয়নি, মাশুল দিতেও দেরি হয়নি
0aad847b84,data/asr_bengali_1000_wav/0aad847b84.wav,একটি ঘটনায় দেখা যায়,একটি ঘটনায় দেখা যায়,একটি ঘটনায় দেখা যায়,একটি ঘটনায় দেখা যায়, একটি ঘটনায় দেখা যায়, একটি ঘটনায় দেখা যায়
0aadb348e6,data/asr_bengali_1000_wav/0aadb348e6.wav,প্রধান পর্যটনকেন্দ্র,প্রধান পর্যটন কেন্দ্র,প্রধান পর্যটন কেন্দ্র,আর ও হ আ পর জ টন কে ড, প্রধান পর্যটন কেন্দ্র, প্রধান পর্যটন কেন্দ্র
0aadf4d045,data/asr_bengali_1000_wav/0aadf4d045.wav,এবার আর এ নিয়ে,এবার আর এ নিয়ে,এবার আর এ নিয়ে,এবার এবার আর এ নিয়ে, এবার আর এ নিয়ে, এবার আর এ নিয়ে
0aaeed00f2,data/asr_bengali_1000_wav/0aaeed00f2.wav,বিদ্যাধ্যয়নের জন্য,বিদ্যাধ্যয়নের জন্য,বিদ্যাধ্যয়নের জন্য,না বিদ দে হয় ও না আর জন্য না, বিদ্যা ধয়নের জন্য, বিদ্যা ধয়নের জন্য
0aaef63f2b,data/asr_bengali_1000_wav/0aaef63f2b.wav,লেখকের মনোভঙ্গিতে,লেখকের মনোভঙ্গিতে,লেখকের মনোভঙ্গিতে,না লে হ এর মন ও ভঙ্গ গ তে, লেখকের মনো ভঙ্গিতে, লেখকের মনোভঙ্গিতে
0aaf9912b6,data/asr_bengali_1000_wav/0aaf9912b6.wav,একদমই দেখা যায়নি,একদমই দেখা যায়নি,একদমই দেখা যায়নি,না এক দুমই দেখা যায় না, একদমই দেখা যায়নি, একদমই দেখা যায়নি
0aafe3a881,data/asr_bengali_1000_wav/0aafe3a881.wav,দোকানপাট বন্ধ করে দেয়া হয়,দোকানপাট বন্ধ করে দেয়া হয়,দোকানপাট বন্ধ করে দেয়া হয়,হ না না ও দোকান পাট বন্ধ করে দেয়া হয়, দোকানপাট বন্ধ করে দেয়া হয়, দোকানপাট বন্ধ করে দেওয়া হয়
0ab018ece6,data/asr_bengali_1000_wav/0ab018ece6.wav,নিজের দেশের স্বার্থ দেখবে,নিজের দেশের স্বার্থ দেখবে,নিজের দেশের স্বার্থ দেখবে,নিয়ে নিজের দেশের স্বার্থ দেখবে, নিজের দেশের স্বার্থ দেখবে, নিজের দেশের স্বার্থ দেখবে
0ab045b8de,data/asr_bengali_1000_wav/0ab045b8de.wav,আমি বাধ্য হব,আমি বাধ্য হবো,আমি বাধ্য হবো,আমি বাধ্য হব, আমি বাধ্য হবো, আমি বাধ্য হব
0ab091c841,data/asr_bengali_1000_wav/0ab091c841.wav,তবে এসব বক্তব্য,তবে এসব বক্তব্য,তবে এসব বক্তব্য,তবে এ সব বক্তব্য, তবে এসব বক্তব্য, তবে এসব বক্তব্য
0ab130ec56,data/asr_bengali_1000_wav/0ab130ec56.wav,জীবনের কবিতা,জীবনের কবিতা,জীবনের কবিতা,না জ জীব ব এর কবি তা হ, জীবনের কবিতা, জীবনের কবিতা
0ab14a6525,data/asr_bengali_1000_wav/0ab14a6525.wav,চাহিদা অনুযায়ী,চাহিদা অনুযায়ী,চাহিদা অনুযায়ী,চাহিদা অনুযায়ী, চাহিদা অনুযায়ী, চাহিদা অনুযায়ী
0ab264827a,data/asr_bengali_1000_wav/0ab264827a.wav,আইভিয়ান সার্কোজ,আইভিয়াং সার্কোস,আইভিয়াং সার্কোস,আই বি ইং স্যার কোজ, আই ভিয়াং সার্কোস, আই ভিয়াং সার্কোস
0ab2b32df4,data/asr_bengali_1000_wav/0ab2b32df4.wav,শ্রীলংকার সরকারের পক্ষ থেকে,শ্রীলঙ্কার সরকারের পক্ষ থেকে,শ্রীলংকার সরকারের পক্ষ থেকে,শ্রীলঙ্কার সরকারের পক্ষ থেকে, শ্রীলঙ্কার সরকারের পক্ষ থেকে, শ্রীলঙ্কার সরকারের পক্ষ থেকে
0ab32f4d2b,data/asr_bengali_1000_wav/0ab32f4d2b.wav,স্থানীয় প্রশাসনের দায়িত্ব,স্থানীয় প্রশাসনের দায়িত্ব,স্থানীয় প্রশাসনের দায়িত্ব,স্থানীয় না পড়েের শোনের দায়িত্ব তো, স্থানীয় প্রশাসনের দায়িত্ব, স্থানীয় প্রশাসনের দায়িত্ব
0ab3332dc2,data/asr_bengali_1000_wav/0ab3332dc2.wav,বিক্ষোভ তীব্র হওয়ার পর,বিক্ষোভ তীব্র হওয়ার পর,বিক্ষোভ তীব্র হওয়ার পর,বি খুব তীব্র হওয়ার পর, বিক্ষোভ তীব্র হওয়ার পর, বিক্ষোভ তীব্র হওয়ার পর
0ab4319272,data/asr_bengali_1000_wav/0ab4319272.wav,বেলজিয়ামের প্রাণহীন,বেলজিয়ামের প্রাণহীন,বেলজিয়ামের প্রাণহীন,বেলজিয়ামের প্রাণ হীন, বেলজিয়ামের প্রাণহীন, বেলজিয়ামের প্রাণহীন
0ab4baf91b,data/asr_bengali_1000_wav/0ab4baf91b.wav,প্রাণী জগত,প্রাণী জগত,প্রাণিজগৎ,হ কার না নিয়ে যা ও তো, প্রাণী জগৎ, প্রাণী জগৎ
0ab5598e60,data/asr_bengali_1000_wav/0ab5598e60.wav,শিল্পবিভাগের সভাপতি,শিল্প বিভাগের সভাপতি,শিল্প বিভাগের সভাপতি,শিল্প বিভাগের সভা প্রতি, শিল্প বিভাগের সভা পতি, শিল্প বিভাগের সভা পতি
0ab56147b2,data/asr_bengali_1000_wav/0ab56147b2.wav,সেই সাথে বেড়েছে,সেই সাথে বেড়েছে,সেই সাথে বেড়েছে,না না সেই সাথে বেনে সে, সেই সাথে বেড়েছে, সেই সাথে বেড়েছে
0ab5bbf426,data/asr_bengali_1000_wav/0ab5bbf426.wav,কেউ কেউ আমার কাছে,কেউ কেউ আমার কাছে,কেউ কেউ আমার কাছে,না না আছে আছে আছে না না কেউ ও কেউ আমার আর কাছে আছে না হ, কেউ কেউ আমার কাছে, কেউ কেউ আমার কাছে
